SSN,AGE,GENDER,RACE,ETHNICITY,BMI,SYSTOLIC_BP,DIASTOLIC_BP,GLUCOSE,ICD_PRIMARY,ICD_SECONDARY,ENCOUNTER_TYPE,LOS_DAYS,TOTAL_CLAIM_COST,PAYER_TYPE,CITY,POSTAL_PREFIX
319-43-2520,63,M,South Asian,Non-Hispanic,25.6,113,79,117.3,ZZZ999,Z96.651,preventive,4.2,3152.53,Private,Newmarket,L4G
442-19-2117,92,F,White,Non-Hispanic,26.1,136,92,54.7,M54.5,,emergency,0.7,275.83,Private,King,L3G
232-53-5721,55,F,White,Non-Hispanic,39.9,128,90,101.2,I10,,outpatient,3.3,557.7,OHIP,King,L5G
108-52-8939,56,F,Filipino,Non-Hispanic,28.3,142,85,90.9,,,outpatient,0.5,1266.02,OHIP,Richmond Hill,L3G
781-74-8265,43,F,White,Hispanic,34.9,141,87,138.1,K21.0,,inpatient,0.7,476.39,Self-pay,Bradford,L6G
268-73-4801,36,F,White,Non-Hispanic,21.9,126,65,95.8,F32.1,,outpatient,0.4,2139.67,OHIP,Georgina,L3G
442-55-9099,66,M,White,Hispanic,27.0,146,80,93.9,ZZZ999,Z96.651,inpatient,0.6,180.35,WSIB,Innisfil,L4G
957-75-4627,36,M,Arab,Hispanic,37.4,129,70,102.3,E11.9,,emergency,3.6,107.37,OHIP,East Gwillimbury,L5G
599-14-5380,53,M,White,Hispanic,33.5,147,78,84.9,E11.9,Z96.641,inpatient,2.0,471.68,OHIP,East Gwillimbury,L6G
737-13-3542,43,M,White,Non-Hispanic,32.3,131,86,142.0,M54.5,,outpatient,1.0,610.79,OHIP,King,L6G
454-95-7960,60,F,Chinese,Non-Hispanic,35.8,140,84,103.9,F32.1,Z96.641,inpatient,7.1,864.13,Private,Richmond Hill,L3G
299-94-3183,58,F,Chinese,Non-Hispanic,17.8,127,98,110.8,I50.9,Z96.641,outpatient,1.3,785.36,OHIP,Keswick,L4G
989-61-5036,70,M,White,Non-Hispanic,31.9,148,86,89.7,ZZZ999,Z82.49,outpatient,7.0,407.45,OHIP,Innisfil,L4G
766-47-4972,42,M,South Asian,Non-Hispanic,22.4,121,75,131.2,Z00.00,Z87.891,outpatient,0.4,108.9,OHIP,Bradford,L3G
440-70-9579,47,F,Black,Non-Hispanic,29.8,141,79,106.6,I10,Z96.651,outpatient,4.7,576.83,Self-pay,Barrie,L3G
103-46-2662,34,M,South Asian,Non-Hispanic,45.0,122,74,117.1,K92.1,Z79.4,preventive,0.0,191.12,OHIP,Bradford,L5G
498-47-1212,44,F,White,Non-Hispanic,18.9,114,74,85.2,I10,,emergency,1.6,723.91,OHIP,Barrie,L5G
659-55-4119,58,F,Filipino,Non-Hispanic,36.4,146,92,89.7,N39.0,,emergency,1.1,175.99,OHIP,Richmond Hill,L3G
286-13-2994,65,F,South Asian,Non-Hispanic,18.1,132,80,109.2,M54.5,Z96.651,inpatient,1.5,1048.43,Workplace,Keswick,L3G
630-66-1474,35,M,White,Non-Hispanic,26.3,120,68,101.2,J44.1,Z96.651,outpatient,1.6,4922.12,OHIP,Innisfil,L6G
843-51-4992,67,M,White,Non-Hispanic,29.7,148,76,87.9,E11.9,Z96.651,outpatient,1.0,278.34,OHIP,Barrie,L4G
893-83-5823,76,F,White,Non-Hispanic,24.1,134,80,100.5,E11.9,,preventive,12.6,145.75,OHIP,King,L5G
545-16-1939,59,F,White,Non-Hispanic,17.8,128,78,155.6,K21.0,,outpatient,7.5,2626.51,OHIP,Newmarket,L3G
442-36-3985,85,M,Black,Non-Hispanic,23.0,157,95,111.1,J44.1,Z96.651,inpatient,6.5,5543.61,OHIP,Newmarket,L3G
940-65-5989,38,F,White,Hispanic,28.9,143,65,160.3,E66.9,,outpatient,7.7,149.2,OHIP,King,L5G
809-68-9422,29,M,White,Non-Hispanic,25.1,137,70,121.0,I10,Z87.891,preventive,3.2,595.95,Private,Keswick,L6G
551-95-8620,19,F,South Asian,Non-Hispanic,30.9,118,73,90.8,K92.1,Z79.4,telehealth,8.9,1192.86,OHIP,Aurora,L6G
356-59-5304,78,M,White,Non-Hispanic,30.7,156,72,113.4,I10,Z96.641,outpatient,4.5,486.72,OHIP,East Gwillimbury,L3G
300-18-3903,63,F,Other,Non-Hispanic,24.1,125,74,96.4,E11.9,,emergency,1.1,81.29,OHIP,Bradford,L4G
493-93-8964,50,M,White,Non-Hispanic,25.4,121,72,84.5,I10,Z79.4,outpatient,3.1,128.06,Workplace,Barrie,L4G
135-96-3074,57,M,White,Non-Hispanic,19.9,107,71,134.0,F41.1,Z96.651,inpatient,4.9,145.28,OHIP,Newmarket,L3G
757-27-9821,31,M,White,Non-Hispanic,25.8,140,75,114.6,M54.5,Z79.4,outpatient,2.5,190.92,OHIP,King,L5G
236-76-1122,95,M,White,Non-Hispanic,15.9,135,85,98.5,E11.9,Z96.651,outpatient,1.1,738.2,OHIP,Innisfil,L4G
327-91-1990,54,F,White,Non-Hispanic,22.1,129,73,106.5,I10,Z79.4,outpatient,0.1,2483.13,OHIP,Innisfil,L5G
372-62-7825,53,F,Black,Non-Hispanic,22.5,121,81,78.8,I10,Z82.49,telehealth,3.3,130.46,Workplace,Barrie,L5G
525-68-5709,65,M,Other,Hispanic,25.9,143,95,137.2,J06.9,,preventive,6.1,259.02,OHIP,Aurora,L5G
905-40-3802,60,M,White,Hispanic,24.1,130,93,111.7,J44.1,Z79.4,outpatient,0.9,175.57,OHIP,Georgina,L6G
256-18-7095,56,F,South Asian,Non-Hispanic,36.7,125,67,95.1,E78.5,,inpatient,0.3,940.2,Private,Georgina,L4G
969-96-4403,37,F,Black,Non-Hispanic,21.0,127,78,148.8,N39.0,Z96.641,outpatient,0.8,248.07,OHIP,Richmond Hill,L6G
109-25-6550,60,F,Chinese,Non-Hispanic,31.8,123,81,90.7,F41.1,Z96.641,outpatient,1.7,197.78,OHIP,Keswick,L4G
910-33-4207,85,M,White,Non-Hispanic,23.8,135,87,97.3,M54.5,,preventive,0.8,97.86,OHIP,Keswick,L3G
686-35-4078,76,M,White,Non-Hispanic,22.3,118,80,91.2,J44.1,Z79.4,outpatient,1.9,3400.44,OHIP,Bradford,L5G
690-24-6551,80,F,White,Hispanic,22.6,127,85,64.5,K92.1,,inpatient,6.8,9204.75,OHIP,Bradford,L4G
998-25-5302,42,M,Black,Non-Hispanic,26.1,129,77,116.2,J44.1,,outpatient,2.2,735.84,OHIP,Georgina,L4G
700-23-2482,34,F,Chinese,Non-Hispanic,22.4,103,68,93.3,F32.1,,outpatient,0.9,3954.91,WSIB,Barrie,L3G
358-82-1453,49,M,White,Non-Hispanic,35.0,120,73,122.5,I50.9,,inpatient,5.5,336.87,OHIP,Newmarket,L6G
898-89-5170,53,F,White,Hispanic,30.5,134,76,68.6,,Z79.4,telehealth,1.7,664.43,OHIP,Newmarket,L4G
341-26-2712,71,M,Latin American,Non-Hispanic,19.7,130,83,68.5,J44.1,,emergency,0.3,1453.21,OHIP,King,L4G
358-92-9151,21,F,Chinese,Non-Hispanic,32.1,142,77,90.9,E11.9,Z87.891,outpatient,1.4,269.85,OHIP,Barrie,L6G
410-81-9688,79,F,Other,Non-Hispanic,25.0,160,92,109.7,E11.9,Z79.4,preventive,2.1,549.31,Workplace,Newmarket,L6G
967-49-6241,49,F,Black,Non-Hispanic,22.0,119,72,196.6,E11.9,Z96.641,telehealth,3.6,473.68,OHIP,Aurora,L4G
549-96-2831,44,M,White,Non-Hispanic,23.0,132,78,148.3,E11.9,,outpatient,5.5,1124.72,WSIB,East Gwillimbury,L6G
897-34-1091,33,F,South Asian,Hispanic,21.7,129,80,100.6,J44.1,,outpatient,0.8,716.57,OHIP,Keswick,L3G
460-59-3384,22,F,South Asian,Non-Hispanic,23.2,112,79,90.3,I50.9,,outpatient,0.3,277.86,OHIP,Aurora,L3G
707-10-1602,66,F,White,Non-Hispanic,28.8,123,82,103.2,J06.9,Z82.49,outpatient,0.2,463.56,OHIP,Newmarket,L5G
527-58-9198,53,F,South Asian,Non-Hispanic,26.4,132,77,90.6,N39.0,,emergency,2.7,2534.35,OHIP,East Gwillimbury,L4G
219-12-2373,28,F,Black,Non-Hispanic,26.6,120,74,100.8,M54.5,Z96.641,outpatient,3.2,1285.14,OHIP,King,L3G
740-60-6162,28,F,White,Non-Hispanic,19.8,114,61,115.5,I50.9,Z87.891,outpatient,1.1,1157.73,Private,Bradford,L3G
282-66-4811,45,M,Chinese,Non-Hispanic,36.7,138,78,76.7,F41.1,Z79.4,outpatient,1.0,9968.66,OHIP,Barrie,L3G
772-89-9637,82,F,South Asian,Non-Hispanic,15.5,131,89,112.8,J45.901,,inpatient,6.2,171.2,Workplace,Barrie,L5G
969-20-9704,47,F,Arab,Non-Hispanic,36.6,123,85,69.4,I50.9,Z82.49,inpatient,5.0,1558.86,OHIP,Newmarket,L6G
625-94-2401,24,M,White,Non-Hispanic,26.9,122,69,104.1,I10,,emergency,0.5,710.35,OHIP,Richmond Hill,L5G
888-43-3533,47,M,White,Non-Hispanic,25.6,133,79,116.3,J06.9,,outpatient,3.0,1004.84,OHIP,Newmarket,L5G
460-23-5085,47,M,South Asian,Hispanic,29.6,119,72,87.1,J06.9,Z96.641,inpatient,1.9,827.77,OHIP,Bradford,L5G
267-44-3184,3,F,White,Non-Hispanic,41.1,129,76,104.7,M54.5,,outpatient,0.3,286.63,Private,Bradford,L5G
332-42-6168,51,F,Black,Non-Hispanic,21.9,111,76,87.7,M54.5,,telehealth,0.9,192.09,OHIP,King,L4G
551-13-5783,47,F,Black,Non-Hispanic,35.5,128,78,103.8,E11.9,Z82.49,outpatient,0.4,665.01,Private,Georgina,L4G
371-56-2049,64,F,White,Non-Hispanic,26.3,134,78,61.1,,,outpatient,0.7,260.18,OHIP,Bradford,L3G
169-46-8573,85,M,White,Non-Hispanic,19.2,135,84,97.4,F41.1,Z96.651,outpatient,1.9,426.87,Private,Bradford,L5G
333-16-3985,72,M,White,Non-Hispanic,24.9,133,79,100.9,N39.0,Z96.641,outpatient,0.9,1733.32,OHIP,Keswick,L5G
897-83-2144,47,M,White,Non-Hispanic,37.1,154,86,115.2,I10,Z96.651,outpatient,1.0,152.59,OHIP,Aurora,L3G
562-15-1705,32,M,Arab,Non-Hispanic,38.4,121,74,108.9,I10,Z82.49,inpatient,1.6,528.45,OHIP,Keswick,L6G
779-24-3484,95,M,Chinese,Non-Hispanic,26.1,173,102,164.6,ZZZ999,Z79.4,preventive,0.2,2357.65,OHIP,Newmarket,L4G
952-91-6764,53,M,South Asian,Non-Hispanic,32.4,139,92,99.0,J44.1,Z79.4,outpatient,2.7,361.91,OHIP,Bradford,L5G
956-45-3546,52,F,Black,Hispanic,23.7,131,70,73.3,F32.1,Z79.4,inpatient,1.0,3879.05,OHIP,Innisfil,L6G
273-32-6628,51,F,White,Non-Hispanic,32.1,139,80,153.1,E11.9,,emergency,1.3,103.45,OHIP,East Gwillimbury,L6G
877-63-4114,55,F,Latin American,Non-Hispanic,21.8,156,73,105.4,E11.9,Z96.651,outpatient,7.3,5903.27,OHIP,Newmarket,L5G
217-24-2345,49,F,South Asian,Hispanic,24.5,119,74,67.1,J44.1,,outpatient,0.8,679.65,Self-pay,King,L5G
726-90-1689,41,F,Black,Hispanic,25.4,115,91,117.8,K21.0,Z79.4,outpatient,2.1,135.05,OHIP,King,L6G
873-88-8056,42,M,Filipino,Non-Hispanic,24.6,119,73,99.8,E11.9,,preventive,1.0,1807.7,Workplace,Newmarket,L4G
219-35-6832,51,F,White,Non-Hispanic,26.9,132,81,83.4,J44.1,Z87.891,preventive,4.5,1115.44,OHIP,Barrie,L4G
163-85-2613,42,F,Chinese,Non-Hispanic,27.4,111,81,96.5,K21.0,Z96.641,outpatient,3.8,3493.21,OHIP,Georgina,L5G
315-81-4033,39,M,White,Non-Hispanic,28.4,128,68,81.9,I50.9,Z96.641,outpatient,0.6,105.29,OHIP,Aurora,L5G
835-37-6067,53,M,White,Non-Hispanic,25.3,148,71,73.9,I10,,emergency,2.4,178.51,OHIP,Georgina,L3G
960-76-4158,47,F,White,Non-Hispanic,32.3,134,69,85.8,E78.5,,inpatient,0.1,1675.83,Workplace,East Gwillimbury,L3G
442-64-5490,79,M,Other,Non-Hispanic,30.9,142,79,138.0,E66.9,,emergency,6.6,14177.95,WSIB,King,L4G
583-35-1455,4,F,Filipino,Non-Hispanic,26.2,106,50,108.9,F41.1,Z82.49,outpatient,0.9,1326.5,OHIP,King,L3G
575-91-5620,71,F,Black,Non-Hispanic,38.2,154,91,96.0,I50.9,,telehealth,3.6,1597.35,Self-pay,Newmarket,L6G
775-73-1059,74,M,Black,Non-Hispanic,21.1,129,99,125.6,K21.0,Z96.651,emergency,0.8,266.8,OHIP,King,L6G
485-65-7311,14,M,South Asian,Non-Hispanic,25.0,134,70,104.7,I10,Z96.641,outpatient,2.0,534.74,Self-pay,Barrie,L6G
511-86-8008,45,M,Arab,Non-Hispanic,21.0,145,64,79.5,N39.0,,inpatient,8.2,316.14,OHIP,Georgina,L6G
870-72-6686,45,M,White,Non-Hispanic,22.1,129,70,104.6,N39.0,Z96.651,outpatient,4.2,1215.38,Self-pay,King,L5G
515-93-5987,26,M,White,Hispanic,24.6,120,68,105.0,J44.1,Z82.49,outpatient,0.3,2029.27,Workplace,Richmond Hill,L6G
875-12-4421,37,F,White,Non-Hispanic,24.9,135,66,121.1,M54.5,Z79.4,emergency,1.6,831.19,OHIP,Innisfil,L4G
700-62-6532,32,M,Chinese,Non-Hispanic,20.4,131,79,101.2,K21.0,,outpatient,0.9,1727.67,OHIP,Richmond Hill,L3G
449-98-9144,83,F,Black,Non-Hispanic,27.2,136,93,76.5,E66.9,Z82.49,emergency,1.1,642.59,OHIP,Newmarket,L4G
158-33-6437,68,M,White,Non-Hispanic,25.7,132,73,86.7,I10,Z87.891,outpatient,0.8,3260.34,OHIP,East Gwillimbury,L5G
662-16-8446,74,F,White,Hispanic,31.9,130,91,67.2,I10,Z79.4,emergency,0.8,236.55,Private,Innisfil,L3G
657-87-6915,64,M,Chinese,Non-Hispanic,36.0,145,97,102.7,J06.9,Z79.4,outpatient,1.6,3637.76,Private,Bradford,L3G
123-16-7115,31,M,White,Non-Hispanic,25.2,129,88,119.8,E11.9,Z79.4,emergency,0.4,281.64,Private,Richmond Hill,L3G
434-58-5098,42,F,Black,Non-Hispanic,34.0,118,101,59.1,J06.9,Z82.49,outpatient,1.5,678.35,OHIP,Barrie,L6G
357-16-9312,60,F,Other,Non-Hispanic,24.3,129,73,206.1,E11.9,Z87.891,outpatient,0.7,158.67,OHIP,Aurora,L5G
819-30-1139,30,M,White,Non-Hispanic,22.9,107,94,102.5,M54.5,,inpatient,0.7,1220.68,OHIP,East Gwillimbury,L4G
576-33-6408,64,F,White,Non-Hispanic,18.0,123,76,78.9,N39.0,Z96.651,outpatient,2.7,778.82,Private,East Gwillimbury,L6G
305-52-8285,47,M,Black,Non-Hispanic,22.8,133,71,127.0,E11.9,Z82.49,outpatient,0.1,1613.85,OHIP,Barrie,L3G
104-88-7778,45,F,Chinese,Non-Hispanic,23.1,120,78,79.3,I10,Z96.641,outpatient,1.0,83.05,OHIP,Barrie,L4G
938-98-3419,64,M,South Asian,Non-Hispanic,25.9,133,77,101.6,J44.1,Z96.641,telehealth,1.0,781.04,OHIP,Richmond Hill,L4G
331-45-3594,59,M,Other,Hispanic,21.9,116,82,96.0,J44.1,Z82.49,outpatient,1.3,1079.42,OHIP,Innisfil,L4G
463-59-1983,45,F,White,Non-Hispanic,33.4,134,68,99.9,K21.0,Z96.651,emergency,2.2,203.1,OHIP,Newmarket,L5G
434-20-3122,72,F,White,Non-Hispanic,27.7,140,82,81.2,M54.5,Z96.641,inpatient,0.9,1260.95,OHIP,King,L6G
399-60-8056,32,M,Black,Non-Hispanic,27.9,117,84,83.4,J44.1,Z96.651,outpatient,0.5,50.0,Self-pay,East Gwillimbury,L5G
480-79-3900,63,F,Filipino,Hispanic,23.3,132,80,102.5,F32.1,Z79.4,inpatient,4.3,570.62,OHIP,Richmond Hill,L3G
875-88-5981,62,F,White,Non-Hispanic,32.9,141,84,153.7,E11.9,Z82.49,preventive,7.9,3622.77,Private,Richmond Hill,L3G
835-83-6147,46,M,Chinese,Non-Hispanic,35.5,126,83,97.2,E78.5,Z79.4,inpatient,0.0,564.74,OHIP,Richmond Hill,L4G
562-21-3001,57,F,South Asian,Non-Hispanic,27.4,119,89,101.8,E11.9,Z96.641,preventive,1.6,280.65,Private,Keswick,L4G
475-46-9555,29,M,White,Non-Hispanic,29.4,142,60,91.7,I50.9,Z96.651,outpatient,0.8,615.49,OHIP,Georgina,L4G
994-97-8268,68,F,White,Non-Hispanic,20.7,129,85,112.3,M54.5,Z79.4,emergency,0.6,749.1,Private,Aurora,L5G
857-72-5361,48,F,Filipino,Non-Hispanic,28.3,130,76,92.2,M54.5,Z96.641,outpatient,0.8,1950.08,Private,Newmarket,L6G
305-89-7180,42,F,White,Non-Hispanic,23.7,136,76,91.8,K21.0,,outpatient,2.0,777.33,OHIP,Bradford,L5G
110-28-1373,70,M,White,Non-Hispanic,24.7,173,91,85.5,J45.901,Z87.891,inpatient,0.4,1659.77,Workplace,Georgina,L3G
885-41-9331,39,M,White,Non-Hispanic,27.7,115,66,110.6,Z00.00,Z79.4,inpatient,4.9,742.83,OHIP,Richmond Hill,L4G
669-86-4292,26,M,Filipino,Non-Hispanic,20.9,123,62,84.4,M54.5,Z87.891,outpatient,1.3,270.65,OHIP,Innisfil,L4G
832-38-1057,23,M,South Asian,Non-Hispanic,25.8,113,56,113.8,E11.9,Z87.891,outpatient,0.8,123.69,OHIP,Richmond Hill,L5G
524-28-6142,62,M,Chinese,Non-Hispanic,22.2,128,75,97.4,F41.1,,inpatient,2.9,1039.01,Workplace,Innisfil,L3G
477-35-9564,28,F,White,Non-Hispanic,29.2,116,84,127.6,E11.9,,inpatient,0.0,50.0,Private,Barrie,L6G
162-61-9969,83,M,South Asian,Non-Hispanic,24.2,132,85,85.1,I50.9,Z96.641,outpatient,1.1,79.98,OHIP,Keswick,L4G
441-48-7666,14,M,South Asian,Non-Hispanic,19.5,112,56,114.1,K21.0,Z82.49,outpatient,0.9,124.26,OHIP,East Gwillimbury,L4G
706-81-1998,82,F,Chinese,Non-Hispanic,21.7,126,81,102.7,F41.1,Z96.651,emergency,0.8,1567.99,Workplace,Newmarket,L3G
659-25-4501,55,M,Latin American,Non-Hispanic,28.1,143,68,87.3,F41.1,,emergency,0.8,111.3,Private,Newmarket,L4G
706-57-6327,50,F,White,Non-Hispanic,26.7,131,69,102.9,E11.9,Z96.641,outpatient,0.1,1169.31,Self-pay,Bradford,L6G
552-34-8004,42,M,South Asian,Non-Hispanic,35.0,136,82,102.1,J06.9,,outpatient,0.3,192.79,OHIP,King,L5G
318-90-3661,59,F,White,Non-Hispanic,24.7,129,70,90.0,E11.9,,outpatient,0.3,557.92,OHIP,Bradford,L3G
802-38-6945,51,M,South Asian,Non-Hispanic,23.1,126,86,101.4,E11.9,,preventive,9.0,617.0,OHIP,Barrie,L4G
864-40-4157,71,M,White,Non-Hispanic,28.1,143,83,112.5,F32.1,Z79.4,emergency,0.0,547.99,OHIP,Georgina,L4G
721-98-8165,54,F,White,Non-Hispanic,23.4,119,79,102.7,E11.9,Z96.651,outpatient,0.4,306.13,OHIP,Bradford,L6G
295-50-3993,54,M,White,Non-Hispanic,33.4,132,79,88.7,K21.0,,preventive,7.3,101.53,OHIP,Newmarket,L5G
143-18-6209,45,F,South Asian,Non-Hispanic,27.4,121,83,87.9,E66.9,Z82.49,outpatient,2.0,686.91,OHIP,Keswick,L6G
254-91-8645,50,M,White,Non-Hispanic,45.7,131,90,93.7,J06.9,Z96.641,outpatient,1.2,1298.79,OHIP,Barrie,L5G
720-68-9670,57,M,Black,Hispanic,28.7,114,83,111.7,I10,Z82.49,preventive,0.2,1502.75,OHIP,East Gwillimbury,L6G
717-12-2756,21,F,White,Hispanic,19.4,129,73,83.7,J45.901,Z79.4,preventive,2.2,733.73,OHIP,Bradford,L5G
874-91-4120,27,M,White,Non-Hispanic,32.3,118,72,100.9,J45.901,,emergency,0.3,906.08,OHIP,Innisfil,L4G
476-41-6605,65,F,Chinese,Non-Hispanic,22.9,147,85,71.6,E78.5,Z96.641,inpatient,2.2,263.66,OHIP,Keswick,L4G
700-53-3578,55,F,White,Non-Hispanic,41.4,151,81,103.9,N39.0,Z79.4,outpatient,7.7,1140.66,OHIP,Aurora,L4G
102-69-2954,48,F,White,Non-Hispanic,30.1,119,79,106.3,J45.901,Z96.651,preventive,1.5,1091.38,OHIP,Newmarket,L3G
341-38-1586,52,F,South Asian,Non-Hispanic,22.6,119,75,125.4,E11.9,Z96.651,emergency,0.5,465.28,Workplace,Richmond Hill,L5G
681-92-1684,58,M,White,Non-Hispanic,20.9,157,75,108.9,Z00.00,,outpatient,2.0,704.65,OHIP,East Gwillimbury,L3G
296-44-1658,42,M,White,Non-Hispanic,22.2,143,69,89.0,Z00.00,Z82.49,inpatient,1.4,644.09,Workplace,Newmarket,L5G
372-44-8150,37,M,White,Non-Hispanic,23.6,124,78,126.8,F41.1,Z82.49,preventive,1.5,1150.38,OHIP,Barrie,L4G
724-86-6789,55,F,Arab,Non-Hispanic,26.9,136,90,102.7,I10,Z96.651,preventive,1.3,104.31,Private,Innisfil,L3G
352-57-7634,34,F,South Asian,Non-Hispanic,24.6,117,83,90.1,J45.901,Z87.891,emergency,2.2,101.85,OHIP,Bradford,L3G
372-24-6247,59,M,South Asian,Non-Hispanic,36.4,144,73,100.0,M54.5,Z96.651,emergency,1.7,108.4,OHIP,Barrie,L6G
309-23-6261,21,F,South Asian,Non-Hispanic,29.6,114,82,84.2,J06.9,,outpatient,8.7,390.05,Private,Keswick,L5G
272-47-5542,70,M,White,Non-Hispanic,21.4,116,79,92.4,J45.901,Z96.641,inpatient,3.5,1148.68,OHIP,Innisfil,L6G
218-84-1010,60,F,White,Non-Hispanic,29.4,123,86,69.5,E11.9,,emergency,0.6,50.0,Private,Richmond Hill,L3G
860-57-2177,56,M,Black,Non-Hispanic,21.8,131,71,79.3,J44.1,Z79.4,outpatient,2.6,744.57,OHIP,King,L3G
422-34-3492,69,F,White,Hispanic,29.0,128,85,77.2,I50.9,Z96.651,preventive,0.5,2786.39,Private,Bradford,L4G
441-35-3552,81,F,White,Non-Hispanic,23.3,141,87,108.1,I50.9,Z96.651,telehealth,3.0,923.14,Workplace,East Gwillimbury,L6G
876-49-2482,70,M,White,Hispanic,37.2,133,74,82.6,J45.901,,outpatient,0.3,58.99,WSIB,Newmarket,L6G
362-39-8285,18,M,White,Hispanic,35.0,114,77,115.7,E11.9,,preventive,1.3,1243.0,OHIP,Innisfil,L6G
549-39-3755,28,M,Other,Non-Hispanic,27.8,131,84,82.7,K21.0,,emergency,3.1,889.57,OHIP,Bradford,L5G
925-64-4597,40,M,White,Non-Hispanic,23.7,128,73,126.4,E11.9,Z79.4,inpatient,0.7,440.91,WSIB,East Gwillimbury,L3G
560-98-2740,52,M,White,Non-Hispanic,22.8,130,88,65.8,I50.9,,preventive,3.6,827.27,Private,Georgina,L6G
176-46-6291,61,F,White,Hispanic,35.4,148,82,101.4,I10,Z79.4,outpatient,2.1,124.58,OHIP,Barrie,L4G
489-35-6247,38,F,Other,Non-Hispanic,25.0,130,81,95.6,E78.5,,emergency,1.0,707.11,OHIP,Newmarket,L3G
473-23-5999,55,F,White,Non-Hispanic,29.5,149,62,76.8,F32.1,Z96.641,outpatient,1.1,1181.23,OHIP,Aurora,L4G
123-95-9935,38,M,White,Non-Hispanic,29.7,123,95,86.7,K92.1,Z79.4,emergency,5.2,289.6,WSIB,Georgina,L3G
522-58-1852,40,F,Black,Non-Hispanic,25.9,122,87,91.1,J06.9,Z82.49,inpatient,0.5,378.04,OHIP,East Gwillimbury,L4G
846-72-6068,26,F,Black,Non-Hispanic,35.7,113,72,190.7,N39.0,,outpatient,2.4,336.58,OHIP,Georgina,L6G
973-67-6389,35,M,White,Non-Hispanic,25.1,120,58,81.0,J44.1,Z96.651,outpatient,2.5,376.03,OHIP,Bradford,L6G
428-80-2318,27,F,White,Non-Hispanic,31.0,133,76,101.4,ZZZ999,,outpatient,5.1,245.63,Self-pay,Innisfil,L4G
221-40-9498,34,F,White,Hispanic,19.4,134,60,96.8,M54.5,Z79.4,outpatient,2.5,263.81,Private,Aurora,L5G
188-47-2896,70,M,White,Non-Hispanic,16.1,143,83,106.7,E11.9,Z96.641,outpatient,1.8,1235.6,OHIP,King,L4G
690-98-9006,34,M,White,Hispanic,32.4,109,79,82.1,J06.9,Z79.4,emergency,4.7,82.17,OHIP,Innisfil,L3G
445-81-9340,95,F,White,Non-Hispanic,23.7,158,81,88.9,ZZZ999,Z96.651,preventive,3.5,828.48,Self-pay,King,L4G
115-76-4904,60,M,White,Non-Hispanic,36.7,121,92,161.3,I10,Z87.891,telehealth,2.5,1232.72,Private,East Gwillimbury,L4G
880-73-3955,55,F,White,Non-Hispanic,24.7,141,85,81.4,I10,Z79.4,preventive,0.1,131.2,OHIP,Richmond Hill,L3G
450-50-3024,36,F,South Asian,Non-Hispanic,44.4,130,88,74.1,J06.9,Z82.49,preventive,0.9,606.76,Private,Innisfil,L6G
491-68-5996,64,F,Other,Non-Hispanic,28.7,144,82,85.5,I50.9,,outpatient,2.0,221.44,OHIP,East Gwillimbury,L3G
400-11-7569,41,M,South Asian,Non-Hispanic,35.6,118,67,68.4,I10,Z96.651,emergency,1.5,2600.85,Private,Bradford,L4G
349-47-6862,54,M,White,Non-Hispanic,30.4,146,88,120.1,ZZZ999,Z96.641,emergency,0.8,519.7,OHIP,King,L3G
614-55-1997,95,F,White,Hispanic,27.0,134,87,90.8,Z00.00,,outpatient,0.3,3896.14,OHIP,East Gwillimbury,L4G
505-42-1243,50,F,Arab,Hispanic,23.3,122,66,90.9,I10,,emergency,1.6,3251.05,Workplace,Newmarket,L6G
899-26-7263,72,M,White,Non-Hispanic,33.7,133,96,106.1,I10,Z96.651,inpatient,0.7,961.79,OHIP,King,L4G
949-65-8938,39,F,White,Non-Hispanic,22.6,107,91,84.1,K21.0,,preventive,0.5,8701.49,OHIP,Bradford,L4G
603-79-9624,51,F,South Asian,Non-Hispanic,32.1,135,80,91.8,E66.9,Z87.891,emergency,1.0,100.55,OHIP,Newmarket,L6G
282-86-2141,83,M,South Asian,Non-Hispanic,24.3,161,103,83.7,K21.0,Z96.641,telehealth,3.1,3768.76,OHIP,East Gwillimbury,L3G
130-90-8007,40,M,South Asian,Hispanic,24.0,152,75,68.7,F32.1,Z87.891,outpatient,1.3,482.18,Private,Georgina,L5G
484-81-6824,84,F,White,Non-Hispanic,25.4,145,83,95.8,E11.9,,outpatient,0.5,571.33,OHIP,Keswick,L5G
933-46-3455,64,M,White,Non-Hispanic,23.2,146,75,110.4,,Z87.891,telehealth,0.2,382.42,OHIP,Innisfil,L4G
446-93-2390,41,M,Other,Hispanic,18.5,125,86,96.2,J06.9,Z82.49,outpatient,1.4,116.74,OHIP,Aurora,L4G
929-30-1617,63,M,White,Non-Hispanic,37.0,146,78,108.8,J44.1,,outpatient,3.2,1317.53,OHIP,Bradford,L6G
648-44-3469,69,M,South Asian,Non-Hispanic,26.4,135,89,78.6,M54.5,,inpatient,2.1,150.08,OHIP,Richmond Hill,L3G
280-24-7257,63,F,Black,Non-Hispanic,23.1,136,76,83.7,E11.9,Z79.4,preventive,0.5,327.28,Private,Aurora,L5G
337-51-4165,23,F,South Asian,Non-Hispanic,23.3,124,67,75.6,F32.1,Z82.49,outpatient,1.1,345.13,OHIP,East Gwillimbury,L5G
